CHO_ID	CHO_SYM	HUMAN_ID	HUMAN_SYM
100768267	Pcp2	126006	PCP2
100768268	Bik	638	BIK
100768269	Snrpd3	6634	SNRPD3
100768272	Hcfc1r1	54985	HCFC1R1
100768274	LOC100768274	7314	UBB
100768275	Ncbp3	55421	NCBP3
100768276	Rbm7	10179	RBM7
100768277	LOC100768277	81689	ISCA1
100768278	Hdgfl3	50810	HDGFL3
100768279	Ubxn11	91544	UBXN11
100768280	Lyst	1130	LYST
100768281	Stambp	10617	STAMBP
100768282	Tmem170a	124491	TMEM170A
100768283	Tollip	54472	TOLLIP
100768284	Clns1a	1207	CLNS1A
100768285	Hmx2	3167	HMX2
100768286	Akt1s1	84335	AKT1S1
100768287	LOC100768287	100142659	CTAGE8
100768289	Sepsecs	51091	SEPSECS
100768290	Lkaaear1	198437	LKAAEAR1
100768292	Ccpg1	9236	CCPG1
100768302	Ly6e	4061	LY6E
100768303	Mgme1	92667	MGME1
100768306	Ciita	4261	CIITA
100768307	Pola2	23649	POLA2
100768308	Bend3	57673	BEND3
100768309	Nrbp1	29959	NRBP1
100768312	LOC100768312	11145	PLA2G16
100768313	Pfkfb2	5208	PFKFB2
100768315	Atp6v1a	523	ATP6V1A
100768316	Nfxl1	152518	NFXL1
100768317	Lcmt2	9836	LCMT2
100768319	Znf385d	79750	ZNF385D
100768321	LOC100768321	1329	COX5B
100768322	Cmtm6	54918	CMTM6
100768325	LOC100768325	84432	PROK1
100768328	Syt16	83851	SYT16
100768329	Adamts14	140766	ADAMTS14
100768331	Tpra1	131601	TPRA1
100768332	Gtf2f2	2963	GTF2F2
100768333	Dcaf1	9730	DCAF1
100768334	Dnmt3l	29947	DNMT3L
100768337	Eny2	56943	ENY2
100768339	Ints3	65123	INTS3
100768340	Dclk1	9201	DCLK1
100768341	Mospd1	56180	MOSPD1
100768343	Actrt3	84517	ACTRT3
100768344	Hnrnpl	3191	HNRNPL
100768345	Steap2	261729	STEAP2
100768346	LOC100768346	138881	OR1L8
100768347	Castor2	729438	CASTOR2
100768348	Runx1t1	862	RUNX1T1
100768349	Urgcp	55665	URGCP
100768350	Kbtbd2	25948	KBTBD2
100768351	Akt2	208	AKT2
100768352	Sqstm1	8878	SQSTM1
100768354	Fam184b	27146	FAM184B
100768355	Tnfrsf21	27242	TNFRSF21
100768357	Klhl32	114792	KLHL32
100768358	Sbk3	100130827	SBK3
100768361	Dpp4	1803	DPP4
100768362	Bbs9	27241	BBS9
100768363	Trappc2	6399	TRAPPC2
100768365	Awat2	158835	AWAT2
100768367	LOC100768367	216	ALDH1A1
100768368	Adcy6	112	ADCY6
100768370	Capn5	726	CAPN5
100768371	Pcdhac1	56134	PCDHAC2
100768371	Pcdhac1	56135	PCDHAC1
100768373	Ankrd17	26057	ANKRD17
100768377	Rxra	6256	RXRA
100768378	Magi1	9223	MAGI1
100768379	Cldn19	149461	CLDN19
100768380	Tmem41b	440026	TMEM41B
100768382	Hat1	8520	HAT1
100768383	LOC100768383	10174	SORBS3
100768384	Dact1	51339	DACT1
100768385	Dolk	22845	DOLK
100768386	Grpel1	80273	GRPEL1
100768387	Abcd4	5826	ABCD4
100768388	Tmem270	135886	TMEM270
100768389	Taf5l	27097	TAF5L
100768391	Pros1	5627	PROS1
100768392	LOC100768392	390275	OR8A1
100768393	Nbeal1	65065	NBEAL1
100768395	Usp43	124739	USP43
100768396	Pdxk	8566	PDXK
100768399	Psmd5	5711	PSMD5
100768401	Znf454	285676	ZNF454
100768402	Tmprss5	80975	TMPRSS5
100768404	Cyth1	9267	CYTH1
100768405	Calcoco1	57658	CALCOCO1
100768407	Slc16a7	9194	SLC16A7
100768408	Asic5	51802	ASIC5
100768410	Pnmt	5409	PNMT
100768412	Alg2	85365	ALG2
100768413	Slc12a5	57468	SLC12A5
100768414	Lyzl4	131375	LYZL4
100768415	Ift22	64792	IFT22
100768417	Acsf2	80221	ACSF2
100768419	Wdr83os	51398	WDR83OS
100768420	Nfatc4	4776	NFATC4
100768421	Vps54	51542	VPS54
100768422	Mael	84944	MAEL
100768423	Tcf3	6929	TCF3
100768424	Dock9	23348	DOCK9
100768426	Ldlrad2	401944	LDLRAD2
100768427	Bcl11b	64919	BCL11B
100768428	Rars2	57038	RARS2
100768429	Rrm2b	50484	RRM2B
100768434	Maged1	9500	MAGED1
100768436	Prph2	5961	PRPH2
100768438	Itpk1	3705	ITPK1
100768440	Gpr146	115330	GPR146
100768441	Tsen2	80746	TSEN2
100768442	LOC100768442	26529	OR12D2
100768444	Tpk1	27010	TPK1
100768446	Wdtc1	23038	WDTC1
100768448	Cnih2	254263	CNIH2
100768449	LOC100768449	10782	ZNF274
100768451	Ric3	79608	RIC3
100768456	Ap1s2	8905	AP1S2
100768457	LOC100768457	1340	COX6B1
100768458	Frmpd4	9758	FRMPD4
100768464	LOC100768464	317703	VN1R4
100768465	LOC100768465	254786	OR6C3
100768466	Amtn	401138	AMTN
100768467	Tdrkh	11022	TDRKH
100768468	LOC100768468	4938	OAS1
100768469	Gpc5	2262	GPC5
100768473	Nlk	51701	NLK
100768474	Esr1	2099	ESR1
100768477	C1qtnf7	114905	C1QTNF7
100768479	Foxk1	221937	FOXK1
100768481	Ube3c	9690	UBE3C
100768482	Cetn2	1069	CETN2
100768485	Notum	147111	NOTUM
100768486	Ifng	3458	IFNG
100768490	Prrg4	79056	PRRG4
100768492	Dffb	1677	DFFB
100768493	Edn1	1906	EDN1
100768495	Rhoh	399	RHOH
100768496	Simc1	375484	SIMC1
100768497	Wdr88	126248	WDR88
100768499	Psmd9	5715	PSMD9
100768500	Centrin-1	1068	CETN1
100768501	Tnfaip8l2	79626	TNFAIP8L2
100768504	LOC100768504	27239	GPR162
100768506	Lrrk1	79705	LRRK1
100768507	Znf653	115950	ZNF653
100768509	Ube2a	7319	UBE2A
100768510	Sccpdh	51097	SCCPDH
100768511	Itgb6	3694	ITGB6
100768513	Lrrc58	116064	LRRC58
100768515	Plin4	729359	PLIN4
100768518	Ss18	6760	SS18
100768519	Brdt	676	BRDT
100768520	Dbr1	51163	DBR1
100768521	Tie1	7075	TIE1
100768523	Galnt10	55568	GALNT10
100768526	Dhx29	54505	DHX29
100768528	Tex37	200523	TEX37
100768531	Igf1r	3480	IGF1R
100768532	Cspg5	10675	CSPG5
100768534	LOC100768534	23384	SPECC1L
100768535	Glod5	392465	GLOD5
100768536	Kcnj3	3760	KCNJ3
100768537	Cpxcr1	53336	CPXCR1
100768539	Golt1a	127845	GOLT1A
100768541	Lrp10	26020	LRP10
100768542	Suox	6821	SUOX
100768546	Ccrl2	9034	CCRL2
100768547	Pfdn5	5204	PFDN5
100768549	Abcb6	10058	ABCB6
100768550	LOC100768550	84191	FAM96A
100768551	Tctn2	79867	TCTN2
100768553	LOC100768553	2952	GSTT1
100768555	Clmn	79789	CLMN
100768556	Dxo	1797	DXO
100768557	Kcnt2	343450	KCNT2
100768558	Igbp1	3476	IGBP1
100768560	Rexo2	25996	REXO2
100768562	Bnc1	646	BNC1
100768563	Sh3bgrl3	83442	SH3BGRL3
100768564	B3galnt2	148789	B3GALNT2
100768565	Cfdp1	10428	CFDP1
100768567	Aqp11	282679	AQP11
100768568	LOC100768568	84967	LSM10
100768569	Tbc1d17	79735	TBC1D17
100768572	Pi4k2b	55300	PI4K2B
100768573	Tcea2	6919	TCEA2
100768574	Bhlha15	168620	BHLHA15
100768576	Oxnad1	92106	OXNAD1
100768578	Atp6ap2	10159	ATP6AP2
100768579	Srsf12	135295	SRSF12
100768580	N6amt1	29104	N6AMT1
100768581	Ifnar1	3454	IFNAR1
100768583	LOC100768583	154790	CLEC2L
100768584	Strip1	85369	STRIP1
100768587	Banf2	140836	BANF2
100768590	Clec16a	23274	CLEC16A
100768591	Frmd8	83786	FRMD8
100768592	Pdss2	57107	PDSS2
100768593	Mllt3	4300	MLLT3
100768594	LOC100768594	10462	CLEC10A
100768595	Prph	5630	PRPH
100768596	Lgals12	85329	LGALS12
100768598	Zdhhc23	254887	ZDHHC23
100768599	LOC100768599	1259	CNGA1
100768600	Epb42	2038	EPB42
100768601	Rufy4	285180	RUFY4
100768603	Nol9	79707	NOL9
100768604	Fam178b	51252	FAM178B
100768605	Cmtm7	112616	CMTM7
100768609	Ssbp4	170463	SSBP4
100768613	Eif4ebp2	1979	EIF4EBP2
100768615	Prkg1	5592	PRKG1
100768616	Gpalpp1	55425	GPALPP1
100768617	Manf	7873	MANF
100768619	Smad1	4086	SMAD1
100768621	Pkhd1l1	93035	PKHD1L1
100768622	Pkd1	5310	PKD1
100768625	Gpc4	2239	GPC4
100768627	Ubn2	254048	UBN2
100768628	Mecom	2122	MECOM
100768629	Rinl	126432	RINL
100768630	Cfap69	79846	CFAP69
100768633	Kidins220	57498	KIDINS220
100768634	Ube2d4	51619	UBE2D4
100768635	Fkbp9	11328	FKBP9
100768636	LOC100768636	126526	C19orf47
100768637	Mgat4b	11282	MGAT4B
100768639	Med28	80306	MED28
100768641	Apoa2	336	APOA2
100768642	LOC100768642	2079	ERH
100768645	Smg9	56006	SMG9
100768646	Igsf1	3547	IGSF1
100768647	Foxo1	2308	FOXO1
100768648	Rp9	6100	RP9
100768651	Otud6a	139562	OTUD6A
100768652	Acap3	116983	ACAP3
100768654	LOC100768654	216	ALDH1A1
100768655	Lhx5	64211	LHX5
100768656	B3gnt6	192134	B3GNT6
100768658	Vav3	10451	VAV3
100768660	LOC100768660	285521	COX18
100768662	LOC100768662	390058	OR51B6
100768664	Bdnf	627	BDNF
100768667	Slc7a5	8140	SLC7A5
100768669	Ppih	10465	PPIH
100768670	Ogt	8473	OGT
100768673	Metap1d	254042	METAP1D
100768674	Pdlim2	64236	PDLIM2
100768675	Mis18bp1	55320	MIS18BP1
100768676	Phyhd1	254295	PHYHD1
100768678	Tada2b	93624	TADA2B
100768679	Vrtn	55237	VRTN
100768681	Nup133	55746	NUP133
100768682	Snx15	29907	SNX15
100768683	Arl13b	200894	ARL13B
100768685	LOC100768685	57404	CYP20A1
100768686	Gas7	8522	GAS7
100768687	Cstb	1476	CSTB
100768688	Mrpl3	11222	MRPL3
100768689	Nkx2-3	159296	NKX2-3
100768692	Grm6	2916	GRM6
100768694	Tmem179	388021	TMEM179
100768698	Rarb	5915	RARB
100768699	Gucy1a1	2982	GUCY1A1
100768700	Foxn2	3344	FOXN2
100768701	Ikzf3	22806	IKZF3
100768702	LOC100768702	146225	CMTM2
100768703	Sec61b	10952	SEC61B
100768704	Zmynd8	23613	ZMYND8
100768706	Znhit1	10467	ZNHIT1
100768709	Foxn3	1112	FOXN3
100768711	LOC100768711	646457	C19orf67
100768712	Ripk3	11035	RIPK3
100768714	Tada1	117143	TADA1
100768715	Tnfsf11	8600	TNFSF11
100768716	Fbxo4	26272	FBXO4
100768717	Setd3	84193	SETD3
100768718	Orc3	23595	ORC3
100768719	Ubr5	51366	UBR5
100768724	Klhl15	80311	KLHL15
100768725	Sh2d1b	117157	SH2D1B
100768726	Bicral	23506	BICRAL
100768727	Ppl	5493	PPL
100768729	Agr3	155465	AGR3
100768730	Tas2r38	5726	TAS2R38
100768731	LOC100768731	54905	CYP2W1
100768732	Mkrn2os	100129480	MKRN2OS
100768733	LOC100768733	26531	OR11A1
100768736	Stxbp2	6813	STXBP2
100768737	Rab28	9364	RAB28
100768738	Kdf1	126695	KDF1
100768739	Tnfrsf12a	51330	TNFRSF12A
100768741	Pacs1	55690	PACS1
100768742	LOC100768742	147685	C19orf18
100768745	Tub	7275	TUB
100768746	Ppp1r1a	5502	PPP1R1A
100768748	Chordc1	26973	CHORDC1
100768750	Ca5b	11238	CA5B
100768751	L2hgdh	79944	L2HGDH
100768752	Rfc3	5983	RFC3
100768753	Gng2	54331	GNG2
100768754	Tbpl1	9519	TBPL1
100768759	LOC100768759	254786	OR6C3
100768761	C4H15orf65	145788	C15orf65
100768762	Lingo4	339398	LINGO4
100768764	Btbd3	22903	BTBD3
100768766	Usp24	23358	USP24
100768769	Itfg2	55846	ITFG2
100768770	LOC100768770	9332	CD163
100768771	Pank4	55229	PANK4
100768772	Pou6f2	11281	POU6F2
100768777	LOC100768777	128602	C20orf85
100768779	Aspscr1	79058	ASPSCR1
100768780	Lypd6b	130576	LYPD6B
100768781	Il22	50616	IL22
100768784	Stx2	2054	STX2
100768787	LOC100768787	9731	CEP104
100768788	Hivep1	3096	HIVEP1
100768790	Cplx2	10814	CPLX2
100768792	Col16a1	1307	COL16A1
100768794	Mlxip	22877	MLXIP
100768796	Lysmd1	388695	LYSMD1
100768798	Pank1	53354	PANK1
100768799	LOC100768799	55554	KLK15
100768801	Selenos	55829	SELENOS
100768802	Elavl3	1995	ELAVL3
100768803	Sage1	203522	INTS6L
100768803	Sage1	55511	SAGE1
100768804	LOC100768804	63932	CXorf56
100768805	Ahctf1	25909	AHCTF1
100768806	Pla2r1	22925	PLA2R1
100768807	LOC100768807	26523	AGO1
100768809	Smarcd3	6604	SMARCD3
100768810	LOC100768810	6326	SCN2A
100768811	Lrg1	116844	LRG1
100768812	Ddx5	1655	DDX5
100768814	Taf4b	6875	TAF4B
100768816	Dzip1l	199221	DZIP1L
100768819	Fam114a2	10827	FAM114A2
100768820	Clrn1	7401	CLRN1
100768821	Fam183a	440585	FAM183A
100768823	Gkn2	200504	GKN2
100768824	Thnsl2	55258	THNSL2
100768827	Ttc23	64927	TTC23
100768828	Kif9	64147	KIF9
100768831	Galnt13	114805	GALNT13
100768833	Aoah	313	AOAH
100768836	Prmt5	10419	PRMT5
100768837	Rab5b	5869	RAB5B
100768838	Ak6	102157402	AK6
100768840	Avpr2	554	AVPR2
100768841	Lrrfip2	9209	LRRFIP2
100768842	Espl1	9700	ESPL1
100768844	Cnppd1	27013	CNPPD1
100768845	LOC100768845	1730	DIAPH2
100768847	Tspo	706	TSPO
100768848	Derl3	91319	DERL3
100768849	Emx1	2016	EMX1
100768850	Glrx5	51218	GLRX5
100768851	Skiv2l	6499	SKIV2L
100768852	Sh3bp2	6452	SH3BP2
100768853	Cfh	3075	CFH
100768854	Dgat2l6	347516	DGAT2L6
100768856	Nxpe4	54827	NXPE4
100768858	Col11a1	1301	COL11A1
100768859	Cep85	64793	CEP85
100768861	Bcar1	9564	BCAR1
100768862	Dusp8	1850	DUSP8
100768863	Kctd14	65987	KCTD14
100768865	Dhh	50846	DHH
100768866	Rab38	23682	RAB38
100768868	Zcchc4	29063	ZCCHC4
100768872	LOC100768872	100287932	TIMM23
100768874	Med14	9282	MED14
100768876	Rwdd2b	10069	RWDD2B
100768877	Ifngr2	3460	IFNGR2
100768879	LOC100768879	154790	CLEC2L
100768883	Rrbp1	6238	RRBP1
100768884	Dock10	55619	DOCK10
100768885	LOC100768885	51574	LARP7
100768888	Med11	400569	MED11
100768889	Troap	10024	TROAP
100768890	Fam160b1	57700	FAM160B1
100768893	Tmem62	80021	TMEM62
100768895	Nr1d2	9975	NR1D2
100768897	Sema4c	54910	SEMA4C
100768898	Cmtm8	152189	CMTM8
100768899	LOC100768899	135250	RAET1E
100768902	Lzts3	9762	LZTS3
100768903	Lrrc25	126364	LRRC25
100768906	Pcdh9	5101	PCDH9
100768907	Npffr1	64106	NPFFR1
100768908	Gins1	9837	GINS1
100768909	Cstf2t	23283	CSTF2T
100768910	Nufip1	26747	NUFIP1
100768911	Dock3	1795	DOCK3
100768912	Trappc10	7109	TRAPPC10
100768913	Cdh10	1008	CDH10
100768914	Ebag9	9166	EBAG9
100768915	Luc7l	55692	LUC7L
100768916	Ilf2	3608	ILF2
100768918	Rexo1	57455	REXO1
100768918	Rexo1	100129276	LOC100129276
100768919	Gpc3	2719	GPC3
100768920	St8sia1	6489	ST8SIA1
100768921	LOC100768921	6227	RPS21
100768923	Sirt2	22933	SIRT2
100768924	Gtpbp10	85865	GTPBP10
100768925	Pdcl	5082	PDCL
100768927	Myl7	58498	MYL7
100768929	Blvrb	645	BLVRB
100768930	Maml1	9794	MAML1
100768932	Lap3	51056	LAP3
100768933	Adgrf1	266977	ADGRF1
100768934	Nr1i3	9970	NR1I3
100768936	Ndufaf4	29078	NDUFAF4
100768937	Nxf3	56000	NXF3
100768942	Kiaa0895	23366	KIAA0895
100768943	LOC100768943	158297	SAXO1
100768945	Eda	1896	EDA
100768947	Prr16	51334	PRR16
100768948	Sdsl	113675	SDSL
100768949	Spsb1	80176	SPSB1
100768950	LOC100768950	56145	PCDHA3
100768951	LOC100768951	8975	USP13
100768952	Ufl1	23376	UFL1
100768954	Alb	213	ALB
100768956	LOC100768956	390058	OR51B6
100768958	Wdr5	11091	WDR5
100768960	Klhdc4	54758	KLHDC4
100768961	Prlh	51052	PRLH
100768962	Ppcs	79717	PPCS
100768964	Arhgef16	27237	ARHGEF16
100768966	Dlx1	1745	DLX1
100768967	Fancm	57697	FANCM
100768968	Lrrc8a	56262	LRRC8A
100768969	Tbc1d14	57533	TBC1D14
100768970	Syndig1l	646658	SYNDIG1L
100768971	Mettl27	155368	METTL27
100768972	Acta1	58	ACTA1
100768974	Stx19	415117	STX19
100768975	Abi2	10152	ABI2
100768976	Myh13	8735	MYH13
100768977	Rrp1	8568	RRP1
100768978	Nudt16	131870	NUDT16
100768979	Pnpla3	80339	PNPLA3
100768980	Afp	174	AFP
100768981	LOC100768981	30832	ZNF354C
100768982	LOC100768982	5798	PTPRN
100768983	Siva1	10572	SIVA1
100768987	Npy2r	4887	NPY2R
100768988	Zpbp2	124626	ZPBP2
100768989	Bean1	146227	BEAN1
100768990	Shb	6461	SHB
100768991	Eya2	2139	EYA2
100768992	Znf35	7584	ZNF35
100768994	Ccdc141	285025	CCDC141
100768997	Prkaca	5566	PRKACA
100768998	Adcy4	196883	ADCY4
100769000	Pogk	57645	POGK
100769001	Akap11	11215	AKAP11
100769002	C7	730	C7
100769003	Wnt4	54361	WNT4
100769005	Akirin2	55122	AKIRIN2
100769006	Dnttip1	116092	DNTTIP1
100769007	Itga8	8516	ITGA8
100769010	Eif2s3	1968	EIF2S3
100769012	Rpl7l1	285855	RPL7L1
100769015	Agr2	10551	AGR2
100769016	LOC100769016	8972	MGAM
100769017	LOC100769017	90639	COX19
100769018	Raf1	5894	RAF1
100769019	LOC100769019	442194	OR10C1
100769021	Retn	56729	RETN
100769023	Nr0b2	8431	NR0B2
100769024	LOC100769024	1588	CYP19A1
100769025	Gal3st3	89792	GAL3ST3
100769026	LOC100769026	57191	VN1R1
100769027	Slc12a2	6558	SLC12A2
100769028	Eif3f	8665	EIF3F
100769030	Nup62	23636	NUP62
100769032	LOC100769032	10003	NAALAD2
100769034	Zrsr2	8233	ZRSR2
100769036	LOC100769036	2912	GRM2
100769038	Tcf21	6943	TCF21
100769040	Uba1	7317	UBA1
100769043	Dnaaf4	161582	DNAAF4
100769044	Rorc	6097	RORC
100769045	LOC100769045	4938	OAS1
100769048	Caskin2	57513	CASKIN2
100769049	Pcsk9	255738	PCSK9
100769050	Ccnq	92002	CCNQ
100769051	Nrip2	83714	NRIP2
100769052	Slmap	7871	SLMAP
100769053	Plch2	9651	PLCH2
100769054	Yae1d1	57002	YAE1D1
100769055	Card11	84433	CARD11
100769056	Usp7	7874	USP7
100769058	Prm3	58531	PRM3
100769059	Nacc2	138151	NACC2
100769060	Ss18l1	26039	SS18L1
100769063	Tbc1d13	54662	TBC1D13
100769064	Mdm1	56890	MDM1
100769065	Msantd2	79684	MSANTD2
100769066	Ran	5901	RAN
100769068	LOC100769068	54967	CT55
100769070	Drd3	1814	DRD3
100769072	Tox3	27324	TOX3
100769076	Gmeb1	10691	GMEB1
100769077	B3gnt4	79369	B3GNT4
100769079	Tmod4	29765	TMOD4
100769081	Pcgf5	84333	PCGF5
100769085	Rgl3	57139	RGL3
100769087	Slc25a5	292	SLC25A5
100769090	LOC100769090	192669	AGO3
100769091	Fbxo40	51725	FBXO40
100769092	Gbx1	2636	GBX1
100769093	Sema6b	10501	SEMA6B
100769098	Cldn18	51208	CLDN18
100769099	Cfap57	149465	CFAP57
100769100	Rpp14	11102	RPP14
100769103	Gkn1	56287	GKN1
100769104	Fabp1	2168	FABP1
100769105	Fpgt	8790	FPGT
100769107	Poln	353497	POLN
100769109	Nbeal2	23218	NBEAL2
100769110	Id2	3398	ID2
100769112	Fam214b	80256	FAM214B
100769113	Was	7454	WAS
100769115	LOC100769115	90355	C5orf30
100769117	Pmel	6490	PMEL
100769118	Nedd4l	23327	NEDD4L
100769119	L1cam	3897	L1CAM
100769120	Mfsd5	84975	MFSD5
100769122	Slc23a3	151295	SLC23A3
100769124	Ncor2	9612	NCOR2
100769125	Ttll12	23170	TTLL12
100769126	Smarcb1	6598	SMARCB1
100769127	Sfxn5	94097	SFXN5
100769128	Magel2	54551	MAGEL2
100769129	Nelfe	7936	NELFE
100769131	Awat1	158833	AWAT1
100769136	Cnksr1	10256	CNKSR1
100769138	Pusl1	126789	PUSL1
100769140	Brsk2	9024	BRSK2
100769141	Rsf1	51773	RSF1
100769142	Tardbp	23435	TARDBP
100769143	Ddn	23109	DDN
100769144	Ctsc	1075	CTSC
100769146	Nudt2	318	NUDT2
100769147	Mrrf	92399	MRRF
100769150	Parg	8505	PARG
100769153	Gabrr1	2569	GABRR1
100769154	Usp16	10600	USP16
100769155	Dnajc28	54943	DNAJC28
100769160	CUNH8orf58	541565	C8orf58
100769161	Dstn	11034	DSTN
100769162	LOC100769162	332	BIRC5
100769164	Scml4	256380	SCML4
100769165	Vmo1	284013	VMO1
100769166	C1ql4	338761	C1QL4
100769168	Bystin	705	BYSL
100769169	Cacna1i	8911	CACNA1I
100769170	Ubr1	197131	UBR1
100769171	Slc22a11	55867	SLC22A11
100769172	Chrna6	8973	CHRNA6
100769174	Ankrd39	51239	ANKRD39
100769175	Arpp21	10777	ARPP21
100769179	Ubox5	22888	UBOX5
100769180	Pgpep1	54858	PGPEP1
100769182	Oxsm	54995	OXSM
100769185	Ppa1	5464	PPA1
100769186	Pygb	5834	PYGB
100769189	Igsf3	3321	IGSF3
100769190	Stk10	6793	STK10
100769191	Sybu	55638	SYBU
100769192	Efcab11	90141	EFCAB11
100769193	Rab26	25837	RAB26
100769194	Chtop	26097	CHTOP
100769195	LOC100769195	7290	HIRA
100769196	Abhd17a	81926	ABHD17A
100769198	Abcc9	10060	ABCC9
100769199	Ttc26	79989	TTC26
100769200	Sec62	7095	SEC62
100769201	Nfkbib	4793	NFKBIB
100769202	Cldn12	9069	CLDN12
100769203	Zbtb6	10773	ZBTB6
100769204	Ncf1	653361	NCF1
100769205	Camk2b	816	CAMK2B
100769206	LOC100769206	317705	VN1R5
100769207	Sptbn4	57731	SPTBN4
100769210	Clrn2	645104	CLRN2
100769211	Adgrf5	221395	ADGRF5
100769215	U2af2	11338	U2AF2
100769217	Cldn6	9074	CLDN6
100769219	Tceanc	170082	TCEANC
100769221	Lrp2bp	55805	LRP2BP
100769222	Dguok	1716	DGUOK
100769224	Sds	10993	SDS
100769225	Pik3cd	5293	PIK3CD
100769226	LOC100769226	56146	PCDHA2
100769227	LOC100769227	2562	GABRB3
100769228	Slc2a6	11182	SLC2A6
100769231	Exoc5	10640	EXOC5
100769232	LOC100769232	390323	OR6C75
100769239	Slc25a26	115286	SLC25A26
100769241	Cxcr3	2833	CXCR3
100769242	Megf6	1953	MEGF6
100769243	Zcrb1	85437	ZCRB1
100769245	Dlx2	1746	DLX2
100769248	Kiaa0232	9778	KIAA0232
100769249	Stat4	6775	STAT4
100769252	Cenpx	201254	CENPX
100769253	Foxred2	80020	FOXRED2
100769254	Nsun3	63899	NSUN3
100769255	LOC100769255	1580	CYP4B1
100769256	LOC100769256	65059	RAPH1
100769257	LOC100769257	4626	MYH8
100769260	Il1a	3552	IL1A
100769261	Samm50	25813	SAMM50
100769264	Adamts2	9509	ADAMTS2
100769266	Mrps18c	51023	MRPS18C
100769267	Socs3	9021	SOCS3
100769270	Rbm46	166863	RBM46
100769271	Adgrl2	23266	ADGRL2
100769274	Znf334	55713	ZNF334
100769277	Mogat3	346606	MOGAT3
100769280	Chek2	11200	CHEK2
100769281	Ltb4r	1241	LTB4R
100769284	Dgkh	160851	DGKH
100769285	Card6	84674	CARD6
100769287	Epha8	2046	EPHA8
100769288	Ccnk	8812	CCNK
100769290	Tasp1	55617	TASP1
100769291	Tnnc2	7125	TNNC2
100769292	Mindy3	80013	MINDY3
100769296	Zfx	7543	ZFX
100769297	Spata46	284680	SPATA46
100769298	Cnpy3	10695	CNPY3
100769299	Haus4	54930	HAUS4
100769300	LOC100769300	146562	C16orf71
100769301	Ankrd24	170961	ANKRD24
100769303	Mgam2	93432	MGAM2
100769304	Get4	51608	GET4
100769305	Mkrn2	23609	MKRN2
100769307	Enthd1	150350	ENTHD1
100769309	Trappc5	126003	TRAPPC5
100769311	Gpatch3	63906	GPATCH3
100769312	Elmod1	55531	ELMOD1
100769313	Tnip2	79155	TNIP2
100769314	Catsper1	117144	CATSPER1
100769316	Fbn2	2201	FBN2
100769318	Nlrp10	338322	NLRP10
100769319	Copz1	22818	COPZ1
100769320	Atf5	22809	ATF5
100769322	Cdr1	105378193	LOC105378193
100769322	Cdr1	1038	CDR1
100769325	Sos2	6655	SOS2
100769327	Rtraf	51637	RTRAF
100769328	Hace1	57531	HACE1
100769329	LOC100769329	26167	PCDHB5
100769331	Cdk16	5127	CDK16
100769335	LOC100769335	4938	OAS1
100769336	Slx4ip	128710	SLX4IP
100769337	Jak2	3717	JAK2
100769338	Tmem94	9772	TMEM94
100769341	Foxm1	2305	FOXM1
100769342	Dennd6a	201627	DENND6A
100769343	Tnfrsf14	8764	TNFRSF14
100769345	Grifin	402635	GRIFIN
100769346	Tmem186	25880	TMEM186
100769349	Tmem250	90120	TMEM250
100769350	Psma7	5688	PSMA7
100769353	Zer1	10444	ZER1
100769354	Esam	90952	ESAM
100769355	Sgf29	112869	SGF29
100769357	LOC100769357	341019	DCDC1
100769359	LOC100769359	79098	C1orf116
100769361	Zbtb20	26137	ZBTB20
100769362	Cd83	9308	CD83
100769365	Camlg	819	CAMLG
100769367	Taf12	6883	TAF12
100769368	Vps33a	65082	VPS33A
100769372	Hectd2	143279	HECTD2
100769374	LOC100769374	6996	TDG
100769376	Epor	2057	EPOR
100769378	Slc25a43	203427	SLC25A43
100769380	Dkk1	22943	DKK1
100769381	Tbc1d5	9779	TBC1D5
100769382	Cd86	942	CD86
100769383	Agap3	116988	AGAP3
100769384	Fem1a	55527	FEM1A
100769385	Tex2	55852	TEX2
100769386	Bbx	56987	BBX
100769387	Psma8	143471	PSMA8
100769388	LOC100769388	388649	C1orf146
100769389	Sox14	8403	SOX14
100769390	Ebna1bp2	10969	EBNA1BP2
100769391	Abhd6	57406	ABHD6
100769392	Gria1	2890	GRIA1
100769393	Mab21l1	4081	MAB21L1
100769395	Antxr1	84168	ANTXR1
100769396	Krcc1	51315	KRCC1
100769397	Lrriq3	127255	LRRIQ3
100769401	Pth1r	5745	PTH1R
100769404	Stoml2	30968	STOML2
100769406	Arl14epl	644100	ARL14EPL
100769408	Ppip5k2	23262	PPIP5K2
100769410	Grp	2922	GRP
100769412	Ctbp2	1488	CTBP2
100769413	Scube1	80274	SCUBE1
100769414	Mmp11	4320	MMP11
100769415	Rab11fip5	26056	RAB11FIP5
100769417	Ehmt2	10919	EHMT2
100769418	Foxp4	116113	FOXP4
100769419	P2ry4	5030	P2RY4
100769421	Zbtb16	7704	ZBTB16
100769423	Fat4	79633	FAT4
100769424	Znf593	51042	ZNF593
100769425	LOC100769425	403278	OR5K4
100769426	Ints11	54973	INTS11
100769427	Zfp1	162239	ZFP1
100769428	Muc5b	727897	MUC5B
100769429	LOC100769429	81392	OR2AE1
100769431	Gprin3	285513	GPRIN3
100769432	LOC100769432	1066	CES1
100769433	Ubap1	51271	UBAP1
