MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:99532	Mef2a	myocyte enhancer factor 2A	7		DNA-binding transcription factor activity			IDA		J:50069 	
MGI:99532	Mef2a	myocyte enhancer factor 2A	7		DNA-binding transcription factor activity			IDA		J:77997 	
MGI:99532	Mef2a	myocyte enhancer factor 2A	7		DNA-binding transcription factor activity			ISO	Q02078 	J:164563 	
MGI:99532	Mef2a	myocyte enhancer factor 2A	7		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:104526 MGI:99458 MGI:99532 MGI:99533 PTN000235373 Q02078 Q02080 Q06413 Q14814 RGD:1359360 RGD:1563119 S000006010 SPBC19G7.06 	J:161428 	
MGI:99532	Mef2a	myocyte enhancer factor 2A	7		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:171727 	
MGI:99532	Mef2a	myocyte enhancer factor 2A	7		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	RGD:1359360 	J:155856 	
MGI:99532	Mef2a	myocyte enhancer factor 2A	7		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	Q02078 	J:164563 	
MGI:104526	Mef2b	myocyte enhancer factor 2B	8		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:33568 	
MGI:104526	Mef2b	myocyte enhancer factor 2B	8		DNA-binding transcription activator activity, RNA polymerase II-specific			IMP		J:33568 	
MGI:104526	Mef2b	myocyte enhancer factor 2B	8		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q02080 	J:164563 	
MGI:104526	Mef2b	myocyte enhancer factor 2B	8		DNA-binding transcription factor activity			IDA		J:77997 	
MGI:104526	Mef2b	myocyte enhancer factor 2B	8		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:104526 MGI:99458 MGI:99532 MGI:99533 PTN000235373 Q02078 Q02080 Q06413 Q14814 RGD:1359360 RGD:1563119 S000006010 SPBC19G7.06 	J:161428 	
MGI:5825566	Mef2bl	myocyte enhancer factor 2B like	8		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q02080 	J:164563 	
MGI:99458	Mef2c	myocyte enhancer factor 2C	13		DNA-binding transcription activator activity, RNA polymerase II-specific	uses Myom1,uses Myom2		IDA		J:129041 	
MGI:99458	Mef2c	myocyte enhancer factor 2C	13		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:17643 	
MGI:99458	Mef2c	myocyte enhancer factor 2C	13		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:210949 	
MGI:99458	Mef2c	myocyte enhancer factor 2C	13		DNA-binding transcription activator activity, RNA polymerase II-specific			IMP		J:158762 	
MGI:99458	Mef2c	myocyte enhancer factor 2C	13		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q06413 	J:164563 	
MGI:99458	Mef2c	myocyte enhancer factor 2C	13		DNA-binding transcription factor activity			IDA		J:77997 	
MGI:99458	Mef2c	myocyte enhancer factor 2C	13		DNA-binding transcription factor activity			ISO	Q06413 	J:164563 	
MGI:99458	Mef2c	myocyte enhancer factor 2C	13		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:104526 MGI:99458 MGI:99532 MGI:99533 PTN000235373 Q02078 Q02080 Q06413 Q14814 RGD:1359360 RGD:1563119 S000006010 SPBC19G7.06 	J:161428 	
MGI:99458	Mef2c	myocyte enhancer factor 2C	13		DNA-binding transcription factor activity, RNA polymerase II-specific	uses Dlx6,uses Dlx5		IDA		J:122483 	
MGI:99458	Mef2c	myocyte enhancer factor 2C	13		DNA-binding transcription factor activity, RNA polymerase II-specific	uses Mir133a-1,uses Mir1a-2		IDA		J:129167 	
MGI:99458	Mef2c	myocyte enhancer factor 2C	13		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:173609 	
MGI:99458	Mef2c	myocyte enhancer factor 2C	13		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	RGD:1563119 	J:155856 	
MGI:99458	Mef2c	myocyte enhancer factor 2C	13		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	Q06413 	J:164563 	
MGI:99458	Mef2c	myocyte enhancer factor 2C	13		DNA-binding transcription factor activity, RNA polymerase II-specific			ISS	Q06413 	J:342587 	
MGI:99533	Mef2d	myocyte enhancer factor 2D	3		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:210949 	
MGI:99533	Mef2d	myocyte enhancer factor 2D	3		DNA-binding transcription factor activity			IDA		J:77997 	
MGI:99533	Mef2d	myocyte enhancer factor 2D	3		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:104526 MGI:99458 MGI:99532 MGI:99533 PTN000235373 Q02078 Q02080 Q06413 Q14814 RGD:1359360 RGD:1563119 S000006010 SPBC19G7.06 	J:161428 	
MGI:99533	Mef2d	myocyte enhancer factor 2D	3		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	Q14814 	J:164563 	
MGI:104717	Meis1	Meis homeobox 1	11		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	MGI:104717 MGI:108519 MGI:108564 O14770 PTN000932623 	J:161428 	
MGI:104717	Meis1	Meis homeobox 1	11		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:211245 	
MGI:104717	Meis1	Meis homeobox 1	11		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:55892 	
MGI:108564	Meis2	Meis homeobox 2	2		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	MGI:104717 MGI:108519 MGI:108564 O14770 PTN000932623 	J:161428 	
MGI:108564	Meis2	Meis homeobox 2	2		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:116355 	
MGI:108564	Meis2	Meis homeobox 2	2		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	O14770 	J:164563 	
MGI:108519	Meis3	Meis homeobox 3	7		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	MGI:104717 MGI:108519 MGI:108564 O14770 PTN000932623 	J:161428 	
MGI:108519	Meis3	Meis homeobox 3	7		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:166594 	
MGI:1316736	Men1	multiple endocrine neoplasia 1	19		DNA-binding transcription activator activity			IDA		J:88588 	
MGI:103220	Meox1	mesenchyme homeobox 1	11		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:89068 	
MGI:103220	Meox1	mesenchyme homeobox 1	11		DNA-binding transcription factor activity			IDA		J:213897 	
MGI:103220	Meox1	mesenchyme homeobox 1	11		DNA-binding transcription factor activity			IDA		J:89068 	
MGI:103220	Meox1	mesenchyme homeobox 1	11		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:103220 P50222 PTN001216052 	J:161428 	
MGI:103219	Meox2	mesenchyme homeobox 2	12		DNA-binding transcription activator activity, RNA polymerase II-specific			IEA	ENSP00000262041 P50222 	J:342605 	
MGI:103219	Meox2	mesenchyme homeobox 2	12		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P50222 	J:164563 	
MGI:103219	Meox2	mesenchyme homeobox 2	12		DNA-binding transcription factor activity			ISO	P50222 	J:164563 	
MGI:103219	Meox2	mesenchyme homeobox 2	12		DNA-binding transcription factor activity			ISS	P50222 	J:342587 	
MGI:103219	Meox2	mesenchyme homeobox 2	12		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:103220 P50222 PTN001216052 	J:161428 	
MGI:107785	Mesp1	mesoderm posterior 1	7		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:145669 	
MGI:107785	Mesp1	mesoderm posterior 1	7		DNA-binding transcription activator activity, RNA polymerase II-specific			IMP		J:145669 	
MGI:107785	Mesp1	mesoderm posterior 1	7		DNA-binding transcription factor activity			IMP		J:145669 	
MGI:107785	Mesp1	mesoderm posterior 1	7		DNA-binding transcription factor activity			ISO	Q9BRJ9 	J:164563 	
MGI:107785	Mesp1	mesoderm posterior 1	7		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:107785 MGI:1096325 MGI:1860483 PTN000468430 	J:161428 	
MGI:1096325	Mesp2	mesoderm posterior 2	7		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:98581 	
MGI:1096325	Mesp2	mesoderm posterior 2	7		DNA-binding transcription factor activity	uses Lfng		IDA		J:98581 	
MGI:1096325	Mesp2	mesoderm posterior 2	7		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:107785 MGI:1096325 MGI:1860483 PTN000468430 	J:161428 	
MGI:1352483	Mga	MAX gene associated	2		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:59131 	
MGI:1352483	Mga	MAX gene associated	2		DNA-binding transcription factor activity			TAS		J:59131 	
MGI:1352483	Mga	MAX gene associated	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:102541 MGI:1277234 MGI:1352483 MGI:1888496 MGI:1888984 MGI:1891158 MGI:1923615 MGI:98472 MGI:98493 O15119 O15178 PTN004251338 Q13207 Q99593 Q9UL17 Q9UMR3 	J:161428 	
MGI:104554	Mitf	melanogenesis associated transcription factor	6		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:96202 	
MGI:104554	Mitf	melanogenesis associated transcription factor	6		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	O75030 	J:164563 	
MGI:104554	Mitf	melanogenesis associated transcription factor	6		DNA-binding transcription factor activity			IDA		J:79002 	
MGI:104554	Mitf	melanogenesis associated transcription factor	6		DNA-binding transcription factor activity			IDA		J:86229 	
MGI:104554	Mitf	melanogenesis associated transcription factor	6		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:103270 MGI:104554 MGI:98511 O14948 O75030 P19532 PTN005248237 RGD:3846 S000000199 	J:161428 	
MGI:104554	Mitf	melanogenesis associated transcription factor	6		DNA-binding transcription factor activity, RNA polymerase II-specific	uses Dct		IDA		J:96431 	
MGI:104554	Mitf	melanogenesis associated transcription factor	6		DNA-binding transcription factor activity, RNA polymerase II-specific			IMP		J:191195 	
MGI:1351322	Mixl1	Mix paired-like homeobox	1		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:190085 	
MGI:1351322	Mixl1	Mix paired-like homeobox	1		DNA-binding transcription activator activity, RNA polymerase II-specific	uses UniProtKB:P35918,uses UniProtKB:P26618		IDA		J:190263 	
MGI:1351322	Mixl1	Mix paired-like homeobox	1		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:190269 	
MGI:1351322	Mixl1	Mix paired-like homeobox	1		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:190288 	
MGI:1351322	Mixl1	Mix paired-like homeobox	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000676189 MGI:1351322 	J:161428 	
MGI:2687286	Mkx	mohawk homeobox	18		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:211235 	
MGI:2687286	Mkx	mohawk homeobox	18		DNA-binding transcription activator activity, RNA polymerase II-specific			IMP		J:211235 	
MGI:2687286	Mkx	mohawk homeobox	18		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:1197522 MGI:1927642 MGI:2687286 P78414 PTN002257217 Q9BZI1 	J:161428 	
MGI:2687286	Mkx	mohawk homeobox	18		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:146223 	
MGI:2687286	Mkx	mohawk homeobox	18		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:211235 	
MGI:2687286	Mkx	mohawk homeobox	18		DNA-binding transcription repressor activity, RNA polymerase II-specific			IMP		J:211235 	
MGI:108398	Mlx	MAX-like protein X	11		DNA-binding transcription factor activity			IBA	MGI:1927999 P61244 PTN002232681 RGD:621101 	J:161428 	
MGI:108398	Mlx	MAX-like protein X	11		DNA-binding transcription factor activity, RNA polymerase II-specific			IEA	PTHR15741 	J:345476 	
MGI:108398	Mlx	MAX-like protein X	11		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q9UH92 	J:164563 	
MGI:2141183	Mlxip	MLX interacting protein	5		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q9HAP2 	J:164563 	
MGI:2141183	Mlxip	MLX interacting protein	5		DNA-binding transcription factor activity			IBA	MGI:1927999 P61244 PTN002232681 RGD:621101 	J:161428 	
MGI:1927999	Mlxipl	MLX interacting protein-like	5		DNA-binding transcription activator activity			ISO	Q9NP71 	J:164563 	
MGI:1927999	Mlxipl	MLX interacting protein-like	5		DNA-binding transcription activator activity, RNA polymerase II-specific	happens in nucleus		IDA		J:171868 	
MGI:1927999	Mlxipl	MLX interacting protein-like	5		DNA-binding transcription activator activity, RNA polymerase II-specific	is a part of positive regulation of transcription from RNA polymerase II promoter by glucose,is a part of positive regulation of lipid biosynthetic process,happens in hepatocyte,happens in nucleus		IGI	MGI:1339639 	J:171811 	
MGI:1927999	Mlxipl	MLX interacting protein-like	5		DNA-binding transcription activator activity, RNA polymerase II-specific	is a part of positive regulation of transcription from RNA polymerase II promoter by glucose,is a part of positive regulation of lipid biosynthetic process,happens in nucleus		IMP		J:93447 	
MGI:1927999	Mlxipl	MLX interacting protein-like	5		DNA-binding transcription factor activity			IBA	MGI:1927999 P61244 PTN002232681 RGD:621101 	J:161428 	
MGI:1927999	Mlxipl	MLX interacting protein-like	5		DNA-binding transcription factor activity			ISO	RGD:620400 	J:155856 	
MGI:1927999	Mlxipl	MLX interacting protein-like	5		DNA-binding transcription factor activity, RNA polymerase II-specific	is a part of positive regulation of transcription by RNA polymerase II,happens in nucleoplasm		IDA		J:142024 	
MGI:1927999	Mlxipl	MLX interacting protein-like	5		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:67982 	
MGI:109150	Mnt	max binding protein	11		DNA-binding transcription factor activity			IMP	MGI:2678322 	J:85481 	
MGI:109150	Mnt	max binding protein	11		DNA-binding transcription factor activity			IMP		J:104074 	
MGI:109150	Mnt	max binding protein	11		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:104987 MGI:104991 P50539 PTN000239511 Q05195 Q99583 	J:161428 	
MGI:109150	Mnt	max binding protein	11		DNA-binding transcription repressor activity, RNA polymerase II-specific			IEA	ENSP00000174618 Q99583 	J:342605 	
MGI:109150	Mnt	max binding protein	11		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q99583 	J:164563 	
MGI:109160	Mnx1	motor neuron and pancreas homeobox 1	5		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	RGD:1588091 	J:155856 	
MGI:2384495	Mrtfa	myocardin related transcription factor A	15		DNA-binding transcription factor activity			IDA		J:142786 	
MGI:3050795	Mrtfb	myocardin related transcription factor B	16		DNA-binding transcription factor activity			IDA		J:142786 	
MGI:1333884	Msc	musculin	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:102934 MGI:103577 MGI:103580 MGI:104664 MGI:1202715 MGI:1328312 MGI:1333884 MGI:1349421 MGI:2150010 O43680 O96004 P61296 PTN002360678 Q15672 Q7RTU7 RGD:621207 	J:161428 	
MGI:1333884	Msc	musculin	1		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:52277 	
MGI:1333884	Msc	musculin	1		DNA-binding transcription repressor activity, RNA polymerase II-specific			IMP		J:52277 	
MGI:1860483	Msgn1	mesogenin 1	12		DNA-binding transcription activator activity, RNA polymerase II-specific	uses Lfng		IDA		J:205649 	
MGI:1860483	Msgn1	mesogenin 1	12		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:107785 MGI:1096325 MGI:1860483 PTN000468430 	J:161428 	
MGI:97168	Msx1	msh homeobox 1	5		DNA-binding transcription activator activity, RNA polymerase II-specific	uses Stra8		IDA		J:178676 	
MGI:97168	Msx1	msh homeobox 1	5		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:97168 MGI:97169 PTN000678062 	J:161428 	
MGI:97168	Msx1	msh homeobox 1	5		DNA-binding transcription factor activity, RNA polymerase II-specific	uses Gja1,happens in SO:0001668		IDA		J:161903 	
MGI:97168	Msx1	msh homeobox 1	5		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:32834 	
MGI:97168	Msx1	msh homeobox 1	5		DNA-binding transcription repressor activity, RNA polymerase II-specific			IMP		J:32834 	
MGI:97169	Msx2	msh homeobox 2	13		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:97168 MGI:97169 PTN000678062 	J:161428 	
MGI:97169	Msx2	msh homeobox 2	13		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	RGD:3116 	J:155856 	
MGI:97169	Msx2	msh homeobox 2	13		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:196266 	
MGI:97169	Msx2	msh homeobox 2	13		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:32834 	
MGI:97169	Msx2	msh homeobox 2	13		DNA-binding transcription repressor activity, RNA polymerase II-specific			IMP		J:32834 	
MGI:106587	Msx3	msh homeobox 3	7		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:97168 MGI:97169 PTN000678062 	J:161428 	
MGI:101786	Mtf1	metal response element binding transcription factor 1	4		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN002715649 Q14872 	J:161428 	
MGI:101786	Mtf1	metal response element binding transcription factor 1	4		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q14872 	J:164563 	
MGI:101786	Mtf1	metal response element binding transcription factor 1	4		DNA-binding transcription factor activity			IDA		J:65477 	
MGI:105050	Mtf2	metal response element binding transcription factor 2	5		DNA-binding transcription repressor activity, RNA polymerase II-specific			IC	GO:0000122 GO:0000977 	J:342596 	
MGI:96908	Mxd1	MAX dimerization protein 1	6		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:104987 MGI:104991 P50539 PTN000239511 Q05195 Q99583 	J:161428 	
MGI:96908	Mxd1	MAX dimerization protein 1	6		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q05195 	J:164563 	
MGI:104987	Mxd3	Max dimerization protein 3	13		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:104987 MGI:104991 P50539 PTN000239511 Q05195 Q99583 	J:161428 	
MGI:104987	Mxd3	Max dimerization protein 3	13	contributes_to	DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:29949 	
MGI:104987	Mxd3	Max dimerization protein 3	13	contributes_to	DNA-binding transcription repressor activity, RNA polymerase II-specific			IMP		J:29949 	
MGI:104991	Mxd4	Max dimerization protein 4	5		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:104987 MGI:104991 P50539 PTN000239511 Q05195 Q99583 	J:161428 	
MGI:104991	Mxd4	Max dimerization protein 4	5	contributes_to	DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:29949 	
MGI:104991	Mxd4	Max dimerization protein 4	5	contributes_to	DNA-binding transcription repressor activity, RNA polymerase II-specific			IMP		J:29949 	
MGI:97245	Mxi1	MAX interactor 1, dimerization protein	19		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:104987 MGI:104991 P50539 PTN000239511 Q05195 Q99583 	J:161428 	
MGI:97245	Mxi1	MAX interactor 1, dimerization protein	19	contributes_to	DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	P50539 	J:164563 	
MGI:97249	Myb	myeloblastosis oncogene	10		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:210934 	
MGI:97249	Myb	myeloblastosis oncogene	10		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P10242 	J:164563 	
MGI:97249	Myb	myeloblastosis oncogene	10		DNA-binding transcription factor activity			IDA		J:84061 	
MGI:97249	Myb	myeloblastosis oncogene	10		DNA-binding transcription factor activity			IMP		J:84257 	
MGI:97249	Myb	myeloblastosis oncogene	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:97249 MGI:99925 P10242 P10243 P10244 PTN002240331 Q9S7G7 S000001807 	J:161428 	
MGI:99925	Mybl1	myeloblastosis oncogene-like 1	1		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:264140 	
MGI:99925	Mybl1	myeloblastosis oncogene-like 1	1		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P10243 	J:164563 	
MGI:99925	Mybl1	myeloblastosis oncogene-like 1	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:97249 MGI:99925 P10242 P10243 P10244 PTN002240331 Q9S7G7 S000001807 	J:161428 	
MGI:99925	Mybl1	myeloblastosis oncogene-like 1	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:198228 	
MGI:101785	Mybl2	myeloblastosis oncogene-like 2	2		DNA-binding transcription activator activity, RNA polymerase II-specific			IEA	ENSP00000217026 P10244 	J:342605 	
MGI:101785	Mybl2	myeloblastosis oncogene-like 2	2		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P10244 	J:164563 	
MGI:101785	Mybl2	myeloblastosis oncogene-like 2	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:97249 MGI:99925 P10242 P10243 P10244 PTN002240331 Q9S7G7 S000001807 	J:161428 	
MGI:97250	Myc	myelocytomatosis oncogene	15		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P01106 	J:164563 	
MGI:97250	Myc	myelocytomatosis oncogene	15		DNA-binding transcription factor activity			ISO	RGD:3130 	J:155856 	
MGI:97250	Myc	myelocytomatosis oncogene	15		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	P01106 P04198 PTN001691821 	J:161428 	
MGI:97250	Myc	myelocytomatosis oncogene	15		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	P01106 	J:164563 	
MGI:97250	Myc	myelocytomatosis oncogene	15		DNA-binding transcription factor activity, RNA polymerase II-specific			ISS	P01106 	J:342587 	
MGI:97250	Myc	myelocytomatosis oncogene	15		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	P01106 	J:164563 	
MGI:96799	Mycl	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived	4		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	P01106 P04198 PTN001691821 	J:161428 	
MGI:97357	Mycn	v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived	12		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P04198 	J:164563 	
MGI:97357	Mycn	v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived	12		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	P01106 P04198 PTN001691821 	J:161428 	
MGI:1332242	Mycs	myc-like oncogene, s-myc protein	X		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P04198 	J:164563 	
MGI:1332242	Mycs	myc-like oncogene, s-myc protein	X		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	P01106 P04198 PTN001691821 	J:161428 	
MGI:104592	Myef2	myelin basic protein expression factor 2, repressor	2		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:25637 	
MGI:97252	Myf5	myogenic factor 5	10		DNA-binding transcription activator activity, RNA polymerase II-specific	uses Klhl40		IDA		J:209066 	
MGI:97252	Myf5	myogenic factor 5	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:97252 MGI:97253 MGI:97275 MGI:97276 P15172 P15173 PTN000164853 	J:161428 	
MGI:97252	Myf5	myogenic factor 5	10		DNA-binding transcription factor activity, RNA polymerase II-specific			TAS		J:27708 	
MGI:97253	Myf6	myogenic factor 6	10		DNA-binding transcription activator activity, RNA polymerase II-specific	uses Klhl40		IDA		J:209066 	
MGI:97253	Myf6	myogenic factor 6	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:97252 MGI:97253 MGI:97275 MGI:97276 P15172 P15173 PTN000164853 	J:161428 	
MGI:97253	Myf6	myogenic factor 6	10		DNA-binding transcription factor activity, RNA polymerase II-specific			TAS		J:27708 	
MGI:1931415	Mynn	myoneurin	3		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	MGI:107187 MGI:1195345 MGI:1278332 MGI:1929213 P41182 PTN002393396 Q8N680 Q9Y2Y4 	J:161428 	
MGI:97275	Myod1	myogenic differentiation 1	7		DNA-binding transcription activator activity			IDA		J:200312 	
MGI:97275	Myod1	myogenic differentiation 1	7		DNA-binding transcription activator activity, RNA polymerase II-specific			IC	GO:0000978 GO:0045944 	J:342596 	
MGI:97275	Myod1	myogenic differentiation 1	7		DNA-binding transcription activator activity, RNA polymerase II-specific	uses Klhl40		IDA		J:209066 	
MGI:97275	Myod1	myogenic differentiation 1	7		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:69575 	
MGI:97275	Myod1	myogenic differentiation 1	7		DNA-binding transcription activator activity, RNA polymerase II-specific	happens in myoblast,uses Cdkn1c,happens in myoblast,uses S100a6,happens in myoblast,uses Ankrd2		IMP		J:99106 	
MGI:97275	Myod1	myogenic differentiation 1	7		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P15172 	J:164563 	
MGI:97275	Myod1	myogenic differentiation 1	7		DNA-binding transcription factor activity	happens in myoblast,uses Dubr		IDA		J:218442 	
MGI:97275	Myod1	myogenic differentiation 1	7		DNA-binding transcription factor activity	is a part of negative regulation of chromatin binding,is a part of skeletal muscle cell differentiation,is a part of skeletal muscle tissue regeneration,is a part of positive regulation of transcription by RNA polymerase II,is a part of positive regulation of binding,happens in nucleus		IDA		J:228292 	
MGI:97275	Myod1	myogenic differentiation 1	7		DNA-binding transcription factor activity			IDA		J:228418 	
MGI:97275	Myod1	myogenic differentiation 1	7		DNA-binding transcription factor activity			IDA		J:82185 	
MGI:97275	Myod1	myogenic differentiation 1	7		DNA-binding transcription factor activity	is a part of negative regulation of chromatin binding,is a part of skeletal muscle cell differentiation,is a part of skeletal muscle tissue regeneration,is a part of positive regulation of transcription by RNA polymerase II,is a part of positive regulation of binding,happens in nucleus		IMP		J:228292 	
MGI:97275	Myod1	myogenic differentiation 1	7		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:97252 MGI:97253 MGI:97275 MGI:97276 P15172 P15173 PTN000164853 	J:161428 	
MGI:97275	Myod1	myogenic differentiation 1	7		DNA-binding transcription factor activity, RNA polymerase II-specific			TAS		J:27708 	
MGI:97276	Myog	myogenin	1		DNA-binding transcription activator activity			IDA		J:200312 	
MGI:97276	Myog	myogenin	1		DNA-binding transcription activator activity, RNA polymerase II-specific			IC	GO:0000977 	J:173014 	
MGI:97276	Myog	myogenin	1		DNA-binding transcription activator activity, RNA polymerase II-specific	uses Klhl40		IDA		J:209066 	
MGI:97276	Myog	myogenin	1		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:211250 	
MGI:97276	Myog	myogenin	1		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P15173 	J:164563 	
MGI:97276	Myog	myogenin	1		DNA-binding transcription factor activity			IDA		J:200498 	
MGI:97276	Myog	myogenin	1		DNA-binding transcription factor activity			IDA		J:82185 	
MGI:97276	Myog	myogenin	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:97252 MGI:97253 MGI:97275 MGI:97276 P15172 P15173 PTN000164853 	J:161428 	
MGI:97276	Myog	myogenin	1		DNA-binding transcription factor activity, RNA polymerase II-specific			TAS		J:27708 	
MGI:2446472	Mypop	Myb-related transcription factor, partner of profilin	7		DNA-binding transcription factor activity			IDA		J:95526 	
MGI:2446472	Mypop	Myb-related transcription factor, partner of profilin	7		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:2446472 PTN000559360 	J:161428 	
MGI:2446472	Mypop	Myb-related transcription factor, partner of profilin	7		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:95526 	
